date,price,type,year,region
2017-05-07,1.58,organic,2017,Plains
2017-01-08,1.52,organic,2017,GrandRapids
2017-10-15,1.65,conventional,2017,Albany
2017-07-09,1.42,organic,2017,LosAngeles
2015-06-14,1.28,conventional,2015,StLouis
2017-02-19,1.15,organic,2017,LasVegas
2017-01-22,2.44,organic,2017,HartfordSpringfield
2015-03-08,1.21,conventional,2015,Midsouth
2016-11-27,1.64,organic,2016,TotalUS
2017-08-27,1.42,conventional,2017,Spokane
2015-12-06,1.07,conventional,2015,Atlanta
2017-07-16,1.99,organic,2017,Charlotte
2016-09-11,1.44,conventional,2016,NorthernNewEngland
2016-03-27,0.93,conventional,2016,California
2017-02-12,0.77,conventional,2017,Spokane
2018-01-21,1.11,conventional,2018,Charlotte
2018-02-25,1.06,conventional,2018,Roanoke
2018-02-11,1.48,conventional,2018,HartfordSpringfield
2015-08-23,1.04,conventional,2015,West
2016-08-14,1.3,conventional,2016,GreatLakes
2018-02-11,1.1,conventional,2018,RaleighGreensboro
2016-04-03,0.83,conventional,2016,Denver
2017-06-11,1.3,conventional,2017,RaleighGreensboro
2017-02-19,0.56,organic,2017,Louisville
2017-06-18,2.07,organic,2017,Tampa
2017-06-11,1.43,conventional,2017,Jacksonville
2017-08-13,1.52,organic,2017,SouthCentral
2016-01-17,1.51,organic,2016,Nashville
2017-02-26,1.08,conventional,2017,Sacramento
2015-10-11,0.94,conventional,2015,LasVegas
2016-02-07,0.82,conventional,2016,Chicago
2016-07-17,0.95,conventional,2016,WestTexNewMexico
2017-10-15,1.71,organic,2017,DallasFtWorth
2017-08-06,1.74,organic,2017,Northeast
2016-07-03,1.38,conventional,2016,Boston
2017-03-05,1.5,conventional,2017,GrandRapids
2016-04-10,1.4,organic,2016,California
2017-12-31,1.04,conventional,2017,LasVegas
2015-09-27,1.5,organic,2015,MiamiFtLauderdale
2015-11-01,2.01,organic,2015,SanFrancisco
2017-07-02,2.35,organic,2017,Seattle
2015-04-19,1.13,conventional,2015,RaleighGreensboro
2016-02-07,1.6,organic,2016,Chicago
2016-10-02,1.59,conventional,2016,Boston
2017-09-17,1.92,organic,2017,Sacramento
2015-01-25,1.24,organic,2015,Houston
2015-11-22,1.47,organic,2015,HarrisburgScranton
2018-03-11,1.18,conventional,2018,LasVegas
2017-11-12,2.07,organic,2017,SanFrancisco
2017-10-08,1.61,conventional,2017,Boston
2015-05-17,1.04,conventional,2015,CincinnatiDayton
2017-07-02,1.06,conventional,2017,LasVegas
2016-01-31,1.11,conventional,2016,MiamiFtLauderdale
2016-10-09,1.75,organic,2016,Albany
2015-07-12,1.03,conventional,2015,LosAngeles
2015-12-06,1.87,organic,2015,PhoenixTucson
2015-08-23,1.13,conventional,2015,Seattle
2015-11-01,1.02,conventional,2015,Sacramento
2017-11-26,1.23,conventional,2017,CincinnatiDayton
2015-04-12,1.05,conventional,2015,Denver
2015-10-11,1.53,organic,2015,BaltimoreWashington
2017-08-13,2.57,organic,2017,SanFrancisco
2016-10-02,1.86,organic,2016,HarrisburgScranton
2015-04-26,1.66,organic,2015,Seattle
2015-07-19,1.09,conventional,2015,Boise
2015-06-14,1.91,organic,2015,Syracuse
2017-01-01,0.81,conventional,2017,Jacksonville
2017-07-30,1.29,conventional,2017,Detroit
2015-06-14,1.73,organic,2015,Tampa
2015-11-01,1.13,conventional,2015,Philadelphia
2018-01-28,1.08,conventional,2018,Atlanta
2016-10-30,1.36,conventional,2016,GreatLakes
2015-09-27,2.02,organic,2015,Boise
2017-04-23,1.88,organic,2017,Boston
2015-09-06,1.53,organic,2015,BuffaloRochester
2016-10-30,1.93,organic,2016,TotalUS
2015-09-06,1.95,organic,2015,NorthernNewEngland
2016-06-05,1.29,organic,2016,WestTexNewMexico
2017-09-10,1.85,organic,2017,Northeast
2015-12-20,1.13,conventional,2015,StLouis
2016-05-29,0.84,conventional,2016,CincinnatiDayton
2016-04-17,0.67,conventional,2016,Boise
2017-03-12,1.5,organic,2017,Plains
2015-10-18,1.85,organic,2015,SanDiego
2017-10-15,2.62,organic,2017,MiamiFtLauderdale
2017-12-24,1.24,conventional,2017,LasVegas
2016-02-21,0.67,conventional,2016,PhoenixTucson
2016-04-10,2.2,organic,2016,NewYork
2018-01-21,1.07,conventional,2018,Louisville
2017-07-16,1.2,conventional,2017,Atlanta
2015-04-19,1.35,conventional,2015,HartfordSpringfield
2016-04-03,0.99,conventional,2016,Indianapolis
2016-02-28,1.64,organic,2016,Boston
2016-06-26,1.26,organic,2016,Boise
2017-04-16,1.33,conventional,2017,Pittsburgh
2017-12-24,1.37,organic,2017,Pittsburgh
2015-08-30,1.93,organic,2015,Jacksonville
2017-07-02,1.2,conventional,2017,Spokane
2017-10-15,1.68,conventional,2017,Sacramento
2015-11-01,1.19,organic,2015,Roanoke
2015-10-11,1.02,conventional,2015,GreatLakes
2015-05-24,1.85,organic,2015,Seattle
2016-10-16,1.16,conventional,2016,Atlanta
2016-08-28,0.74,conventional,2016,DallasFtWorth
2015-02-01,0.97,conventional,2015,Seattle
2017-01-29,1.72,organic,2017,HarrisburgScranton
2017-04-02,0.83,conventional,2017,DallasFtWorth
2017-10-29,1.53,conventional,2017,Seattle
2017-09-03,1.74,organic,2017,Tampa
2017-07-23,1.31,conventional,2017,TotalUS
2017-07-09,1.76,organic,2017,NewOrleansMobile
2017-10-22,2.08,organic,2017,Charlotte
2015-08-16,0.66,conventional,2015,PhoenixTucson
2015-03-29,1.12,conventional,2015,Spokane
2015-09-20,1.65,organic,2015,NewOrleansMobile
2015-07-19,1.85,organic,2015,Plains
2016-10-23,1.37,organic,2016,Midsouth
2017-08-20,1.96,organic,2017,TotalUS
2017-09-24,1.47,conventional,2017,RichmondNorfolk
2017-01-29,1.67,organic,2017,GrandRapids
2016-03-06,1.92,organic,2016,Albany
2017-12-17,1.22,conventional,2017,GreatLakes
2015-06-21,1.02,conventional,2015,CincinnatiDayton
2018-01-14,1.58,organic,2018,Nashville
2015-08-30,1.18,conventional,2015,Seattle
2016-07-31,1.25,conventional,2016,Plains
2017-07-02,1.44,conventional,2017,MiamiFtLauderdale
2018-01-07,1.75,organic,2018,NorthernNewEngland
2016-05-01,0.95,conventional,2016,RichmondNorfolk
2015-12-13,1.68,organic,2015,Midsouth
2017-05-07,1.51,conventional,2017,Chicago
2018-02-18,1.59,organic,2018,Louisville
2015-08-23,1.5,organic,2015,MiamiFtLauderdale
2016-09-25,2.02,organic,2016,Atlanta
2015-09-27,2.41,organic,2015,HartfordSpringfield
2015-07-12,1.48,conventional,2015,Pittsburgh
2016-02-21,1.58,organic,2016,GrandRapids
2017-01-29,1.18,conventional,2017,RichmondNorfolk
2016-10-30,1.49,organic,2016,Boston
2015-01-25,1.17,conventional,2015,StLouis
2015-11-08,1.6,organic,2015,Syracuse
2016-06-26,1.51,organic,2016,California
2016-10-02,1.99,organic,2016,SanDiego
2015-08-16,1.05,conventional,2015,TotalUS
2017-08-27,1.16,conventional,2017,Houston
2015-12-06,0.83,conventional,2015,CincinnatiDayton
2016-08-07,1.58,organic,2016,Portland
2018-02-25,1.19,conventional,2018,GreatLakes
2015-05-31,0.85,conventional,2015,LosAngeles
2017-09-03,2.0,organic,2017,Albany
2017-01-15,1.25,organic,2017,Seattle
2016-05-15,1.39,organic,2016,West
2017-03-26,2.83,organic,2017,SanFrancisco
2016-10-16,1.24,organic,2016,Louisville
2017-03-05,2.47,organic,2017,MiamiFtLauderdale
2017-05-14,0.99,conventional,2017,Columbus
2016-04-10,1.05,conventional,2016,Midsouth
2015-03-01,1.05,conventional,2015,SouthCarolina
2016-03-27,1.4,organic,2016,Indianapolis
2018-03-04,1.62,organic,2018,Chicago
2017-04-09,1.56,conventional,2017,BuffaloRochester
2017-04-30,1.93,conventional,2017,SanFrancisco
2016-05-29,1.19,organic,2016,NorthernNewEngland
2016-05-22,0.68,conventional,2016,PhoenixTucson
2015-11-15,1.75,organic,2015,Tampa
2016-11-13,1.81,organic,2016,Syracuse
2015-11-01,1.3,organic,2015,Boston
2016-02-07,1.26,organic,2016,Seattle
2016-03-06,0.8,conventional,2016,West
2018-02-04,0.81,conventional,2018,GreatLakes
2016-08-14,1.62,organic,2016,HarrisburgScranton
2016-05-08,1.47,organic,2016,NewOrleansMobile
2015-08-23,1.2,conventional,2015,Denver
2016-04-03,0.89,conventional,2016,CincinnatiDayton
2017-05-28,1.88,organic,2017,NewOrleansMobile
2018-03-25,0.96,conventional,2018,Columbus
2016-10-09,1.56,organic,2016,NorthernNewEngland
2018-01-14,1.71,organic,2018,CincinnatiDayton
2018-03-25,1.18,conventional,2018,GreatLakes
2016-12-18,1.11,conventional,2016,GreatLakes
2018-01-28,1.12,conventional,2018,Boise
2017-07-23,1.6,organic,2017,WestTexNewMexico
2017-10-08,1.57,conventional,2017,Syracuse
2015-04-19,2.27,organic,2015,HartfordSpringfield
2015-07-12,1.2,conventional,2015,Northeast
2018-02-04,1.41,organic,2018,West
2015-09-20,1.05,conventional,2015,Spokane
2015-07-26,1.92,organic,2015,Syracuse
2015-12-06,1.23,organic,2015,LosAngeles
2018-02-18,1.36,conventional,2018,Charlotte
2015-10-18,1.97,organic,2015,Charlotte
2015-02-15,1.16,conventional,2015,Southeast
2015-10-25,1.83,organic,2015,Albany
2015-09-13,1.11,conventional,2015,HartfordSpringfield
2016-02-07,0.68,conventional,2016,WestTexNewMexico
2016-11-27,1.57,conventional,2016,Philadelphia
2015-01-04,1.54,organic,2015,GreatLakes
2017-08-27,2.0,organic,2017,PhoenixTucson
2016-04-17,1.01,conventional,2016,SouthCarolina
2015-08-09,1.43,organic,2015,Nashville
2016-10-02,1.61,conventional,2016,Philadelphia
2015-03-29,0.96,conventional,2015,Columbus
2018-01-21,1.1,conventional,2018,Atlanta
2016-05-22,1.27,organic,2016,Atlanta
2015-12-27,1.01,conventional,2015,GreatLakes
2017-03-26,1.33,conventional,2017,Midsouth
2018-02-04,1.46,organic,2018,Portland
2017-06-04,1.07,conventional,2017,Nashville
2016-05-01,0.79,conventional,2016,StLouis
2016-06-26,0.94,conventional,2016,LasVegas
2017-10-01,2.1,organic,2017,LosAngeles
2015-10-04,1.63,organic,2015,BaltimoreWashington
2015-06-14,0.69,conventional,2015,SouthCentral
2017-12-10,1.5,organic,2017,Philadelphia
2015-06-07,1.28,conventional,2015,Indianapolis
2015-12-13,1.79,organic,2015,Philadelphia
2017-01-08,1.67,organic,2017,Plains
2017-03-19,1.25,conventional,2017,Atlanta
2017-01-22,0.77,organic,2017,Detroit
2017-08-13,2.55,organic,2017,Spokane
2016-07-31,1.16,conventional,2016,SanDiego
2015-04-26,1.51,organic,2015,Chicago
2017-09-03,1.98,conventional,2017,MiamiFtLauderdale
2015-09-06,1.95,organic,2015,RaleighGreensboro
2016-09-25,1.2,conventional,2016,LasVegas
2015-02-15,1.36,conventional,2015,NewYork
2016-12-04,1.03,conventional,2016,Atlanta
2016-02-28,1.03,conventional,2016,Columbus
2017-08-20,1.23,conventional,2017,Columbus
2016-04-24,1.4,organic,2016,Roanoke
2015-07-12,1.19,organic,2015,Indianapolis
2017-08-20,1.6,conventional,2017,StLouis
2015-01-25,1.21,conventional,2015,SanFrancisco
2016-03-20,0.76,conventional,2016,Houston
2017-01-08,1.19,conventional,2017,NorthernNewEngland
2017-09-24,1.75,conventional,2017,LosAngeles
2017-05-21,1.17,conventional,2017,RichmondNorfolk
2015-05-17,1.06,conventional,2015,Portland
2015-01-25,0.94,conventional,2015,NewOrleansMobile
2015-11-15,1.59,organic,2015,California
2016-12-25,1.62,organic,2016,Indianapolis
2016-10-02,1.59,organic,2016,Syracuse
2016-11-06,2.82,organic,2016,Sacramento
2017-03-05,1.11,conventional,2017,Boise
2016-07-17,2.3,organic,2016,SanFrancisco
2015-02-22,0.85,conventional,2015,SouthCentral
2015-03-22,1.52,organic,2015,RichmondNorfolk
2016-01-31,1.75,organic,2016,Charlotte
2015-02-01,1.93,organic,2015,Charlotte
2015-11-15,1.76,organic,2015,Philadelphia
2015-05-24,1.18,conventional,2015,StLouis
2016-02-21,1.14,conventional,2016,Boston
2018-02-04,1.6,organic,2018,LosAngeles
2016-02-28,0.89,conventional,2016,California
2017-12-03,1.4,conventional,2017,Boston
2015-11-08,1.1,conventional,2015,Northeast
2017-09-10,1.42,conventional,2017,SouthCarolina
2016-03-13,1.13,conventional,2016,Northeast
2018-02-04,1.58,organic,2018,Nashville
2016-09-11,1.16,organic,2016,DallasFtWorth
2017-11-12,1.35,conventional,2017,Tampa
2015-04-19,1.61,organic,2015,MiamiFtLauderdale
2015-06-07,1.31,conventional,2015,SanFrancisco
2015-01-11,1.84,organic,2015,StLouis
2015-12-13,1.16,organic,2015,West
2017-05-14,1.96,organic,2017,Tampa
2015-02-15,1.41,organic,2015,DallasFtWorth
2015-11-01,1.21,conventional,2015,StLouis
2017-03-26,0.57,conventional,2017,PhoenixTucson
2015-02-22,1.38,organic,2015,Atlanta
2017-12-10,1.54,organic,2017,Louisville
2017-08-06,1.72,organic,2017,Columbus
2017-06-04,1.66,conventional,2017,NorthernNewEngland
2017-11-12,1.38,conventional,2017,HarrisburgScranton
2016-07-31,0.98,conventional,2016,Atlanta
2016-04-17,0.97,conventional,2016,Indianapolis
2018-03-04,1.92,organic,2018,Boston
2016-02-07,0.77,conventional,2016,Detroit
2017-03-12,2.09,organic,2017,Boston
2015-12-06,1.76,organic,2015,Tampa
2017-07-02,2.08,organic,2017,Tampa
2015-05-03,1.03,organic,2015,RichmondNorfolk
2015-07-26,1.72,organic,2015,BaltimoreWashington
2015-08-30,1.47,organic,2015,MiamiFtLauderdale
2016-01-10,0.99,conventional,2016,RaleighGreensboro
2016-08-21,1.09,conventional,2016,Nashville
2015-06-07,0.99,conventional,2015,MiamiFtLauderdale
2015-09-27,1.04,conventional,2015,Indianapolis
2016-02-14,1.0,conventional,2016,Charlotte
2015-06-21,1.83,organic,2015,StLouis
2016-04-17,1.19,organic,2016,RichmondNorfolk
2017-04-30,1.26,conventional,2017,Louisville
2015-05-10,1.1,conventional,2015,Atlanta
2015-07-12,2.19,organic,2015,Boston
2016-12-11,1.77,organic,2016,Syracuse
2015-11-01,1.46,organic,2015,Pittsburgh
2015-06-14,1.71,organic,2015,West
2017-07-02,1.25,conventional,2017,Pittsburgh
2018-02-18,1.5,organic,2018,Tampa
2017-06-11,0.83,conventional,2017,WestTexNewMexico
2016-12-18,1.52,organic,2016,BuffaloRochester
2017-06-18,1.18,conventional,2017,TotalUS
2016-06-05,1.42,organic,2016,Syracuse
2018-03-04,1.14,conventional,2018,MiamiFtLauderdale
2017-01-08,1.94,organic,2017,Albany
2015-12-13,2.0,organic,2015,HarrisburgScranton
2016-05-01,1.12,conventional,2016,Northeast
2017-09-10,1.56,conventional,2017,Denver
2015-05-24,1.1,conventional,2015,CincinnatiDayton
2017-08-27,1.49,conventional,2017,GreatLakes
2017-09-24,1.22,conventional,2017,WestTexNewMexico
2015-03-29,1.74,organic,2015,Detroit
2015-06-07,1.51,organic,2015,SanDiego
2015-04-26,1.07,conventional,2015,TotalUS
2016-06-05,1.96,organic,2016,StLouis
2017-02-12,0.65,conventional,2017,WestTexNewMexico
2016-06-12,1.3,conventional,2016,Chicago
2016-05-22,0.83,conventional,2016,Columbus
2015-02-15,1.26,conventional,2015,Orlando
2018-03-25,1.34,organic,2018,MiamiFtLauderdale
2016-02-07,0.7,conventional,2016,California
2017-01-29,1.21,conventional,2017,NorthernNewEngland
2016-04-24,0.98,conventional,2016,RichmondNorfolk
2017-06-25,1.17,conventional,2017,Denver
2016-03-13,0.83,conventional,2016,Boise
2016-01-31,1.04,conventional,2016,Atlanta
2017-09-24,1.29,conventional,2017,DallasFtWorth
2015-10-11,1.26,organic,2015,Boston
2015-12-13,0.99,conventional,2015,Boise
2016-10-16,1.23,conventional,2016,Orlando
2016-11-20,1.59,organic,2016,Indianapolis
2016-03-27,1.07,conventional,2016,SouthCarolina
2016-04-17,1.71,organic,2016,Syracuse
2016-08-21,0.94,conventional,2016,Atlanta
2015-11-01,1.6,organic,2015,BaltimoreWashington
2016-09-11,1.43,organic,2016,Atlanta
2016-04-03,1.04,conventional,2016,GreatLakes
2017-10-15,1.17,conventional,2017,PhoenixTucson
2016-12-11,0.69,conventional,2016,DallasFtWorth
2016-01-10,1.54,organic,2016,NewYork
2015-12-20,1.77,organic,2015,Northeast
2016-01-17,1.17,conventional,2016,BaltimoreWashington
2017-02-05,0.65,conventional,2017,Detroit
2015-04-26,1.03,organic,2015,Denver
2015-01-25,1.15,conventional,2015,Roanoke
2016-06-12,1.94,organic,2016,NewYork
2015-07-19,1.05,conventional,2015,SouthCarolina
2015-12-13,0.98,conventional,2015,RaleighGreensboro
2017-08-06,1.8,organic,2017,Plains
2015-03-01,1.75,organic,2015,MiamiFtLauderdale
2015-03-08,1.43,conventional,2015,HartfordSpringfield
2017-11-19,1.44,organic,2017,Pittsburgh
2016-02-28,0.72,conventional,2016,LosAngeles
2017-08-20,1.57,organic,2017,Houston
2015-03-22,0.99,conventional,2015,Louisville
2015-09-20,0.96,conventional,2015,Southeast
2017-06-25,2.34,organic,2017,Portland
2016-06-05,0.63,conventional,2016,Boise
2016-09-25,1.05,conventional,2016,SanDiego
2017-06-18,0.77,conventional,2017,Houston
2017-09-10,1.56,conventional,2017,Midsouth
2017-01-08,0.78,conventional,2017,Spokane
2016-07-24,1.32,conventional,2016,Midsouth
2017-09-10,2.13,organic,2017,Columbus
2016-02-07,1.28,conventional,2016,Syracuse
2016-01-03,1.56,organic,2016,BaltimoreWashington
2017-03-05,0.96,conventional,2017,LasVegas
2017-12-17,1.0,conventional,2017,Atlanta
2015-03-22,1.25,organic,2015,LosAngeles
2017-01-01,0.87,conventional,2017,Spokane
2015-08-09,1.65,organic,2015,Midsouth
2017-09-24,1.57,conventional,2017,SouthCarolina
2017-09-24,2.06,organic,2017,NewYork
2016-10-02,1.53,organic,2016,Pittsburgh
2015-10-04,1.0,conventional,2015,West
2015-03-15,1.79,organic,2015,BuffaloRochester
2016-07-10,1.74,organic,2016,StLouis
2016-05-29,2.34,organic,2016,SanFrancisco
2015-08-16,1.09,conventional,2015,HarrisburgScranton
2017-02-26,1.25,conventional,2017,Orlando
2017-11-26,1.47,organic,2017,Portland
2016-07-31,0.78,conventional,2016,Boise
2016-07-24,1.81,organic,2016,Orlando
2016-07-17,1.77,organic,2016,Boston
2016-08-07,1.24,conventional,2016,HarrisburgScranton
2016-10-16,1.26,conventional,2016,Detroit
2017-12-03,1.66,organic,2017,DallasFtWorth
2017-04-16,1.56,conventional,2017,HarrisburgScranton
2016-10-16,1.47,conventional,2016,NorthernNewEngland
2015-06-14,1.75,organic,2015,RaleighGreensboro
2015-08-30,1.13,conventional,2015,Louisville
2016-07-17,2.32,organic,2016,Spokane
2015-12-13,1.01,conventional,2015,Boston
2016-04-10,1.0,conventional,2016,Plains
2015-05-03,1.56,organic,2015,Seattle
2016-08-07,0.76,conventional,2016,Boise
2016-10-23,1.43,organic,2016,GreatLakes
2017-07-09,1.72,organic,2017,Southeast
2015-11-22,0.81,conventional,2015,LosAngeles
2017-07-16,1.86,organic,2017,Orlando
2017-10-01,2.24,organic,2017,LasVegas
2015-07-12,1.27,conventional,2015,NewYork
2015-10-25,1.86,organic,2015,Sacramento
2015-06-28,1.62,organic,2015,Midsouth
2016-08-21,1.54,organic,2016,Pittsburgh
2017-09-24,1.62,conventional,2017,Boston
2016-09-11,1.05,conventional,2016,StLouis
2018-01-07,1.5,conventional,2018,Chicago
2015-03-15,1.08,conventional,2015,Nashville
2015-05-24,1.3,conventional,2015,GrandRapids
2017-12-10,0.64,conventional,2017,PhoenixTucson
2017-10-01,2.06,organic,2017,HartfordSpringfield
2015-12-06,1.46,organic,2015,BaltimoreWashington
2017-08-06,2.45,organic,2017,Spokane
2016-11-27,1.52,organic,2016,West
2015-03-29,1.63,organic,2015,BaltimoreWashington
2015-08-09,1.77,organic,2015,West
2017-01-08,1.16,conventional,2017,Chicago
2018-03-25,1.74,organic,2018,Boston
2016-05-15,0.82,conventional,2016,Southeast
2017-12-17,1.35,conventional,2017,Northeast
2016-05-15,1.26,organic,2016,Nashville
2016-04-10,1.33,organic,2016,MiamiFtLauderdale
2017-02-26,1.21,organic,2017,TotalUS
2017-04-02,1.51,organic,2017,GreatLakes
2015-11-29,0.96,conventional,2015,Tampa
2015-03-08,1.02,conventional,2015,TotalUS
2016-09-25,2.03,organic,2016,Orlando
2016-03-13,1.13,conventional,2016,HarrisburgScranton
2018-01-28,1.9,organic,2018,RaleighGreensboro
2016-12-04,1.28,organic,2016,Louisville
2016-10-02,1.21,organic,2016,Portland
2018-03-18,0.92,conventional,2018,SanDiego
2015-12-13,1.72,organic,2015,PhoenixTucson
2016-01-10,1.33,organic,2016,Houston
2016-07-03,1.47,organic,2016,Pittsburgh
2015-01-25,1.68,organic,2015,Louisville
2016-03-13,1.7,organic,2016,Charlotte
2015-01-18,1.37,conventional,2015,NewYork
2017-04-30,2.4,organic,2017,MiamiFtLauderdale
2016-05-29,0.96,organic,2016,Denver
2017-04-23,1.6,conventional,2017,Sacramento
2016-11-06,1.59,conventional,2016,Syracuse
2017-07-02,1.8,organic,2017,Southeast
2015-04-26,1.4,organic,2015,LosAngeles
2017-11-19,1.25,conventional,2017,SanDiego
2017-04-16,1.6,conventional,2017,Syracuse
2017-06-11,0.68,conventional,2017,PhoenixTucson
2015-05-17,1.69,organic,2015,Tampa
2016-10-23,1.58,conventional,2016,Boston
2015-05-24,1.65,organic,2015,Indianapolis
2015-10-18,1.06,conventional,2015,Philadelphia
2016-09-25,2.27,organic,2016,Spokane
2016-05-15,1.06,conventional,2016,Boston
2017-10-01,1.8,organic,2017,PhoenixTucson
2015-11-29,1.73,organic,2015,Tampa
2016-04-24,1.38,organic,2016,Atlanta
2015-02-01,1.66,organic,2015,SouthCarolina
2017-08-20,1.45,conventional,2017,LosAngeles
2016-09-18,1.27,conventional,2016,RaleighGreensboro
2017-06-11,1.6,conventional,2017,Chicago
2017-01-22,1.39,conventional,2017,Northeast
2017-11-05,1.34,conventional,2017,Southeast
2016-02-14,0.95,conventional,2016,Jacksonville
2015-11-22,1.78,organic,2015,Tampa
2015-02-08,1.25,organic,2015,Houston
2016-11-27,0.8,conventional,2016,WestTexNewMexico
2016-11-27,1.76,organic,2016,BuffaloRochester
2017-09-17,2.02,organic,2017,Denver
2017-11-26,1.32,conventional,2017,Southeast
2016-01-17,1.45,organic,2016,Pittsburgh
2015-10-25,1.13,conventional,2015,Midsouth
