department,job_title,salary,nb_months
YIA - Intercolleg Athletics,Asst Dir-Sports Information,54288,12
ACB - Columbia Basin Exp Sta,Assistant Professor,84006,9
SCI - College of Science Admin,Dean-COS,261072,12
HHS - Hlth Hum Sci SW Outreach,Mgr-Comm and Outreach,75744,12
INT - INTO OSU Program,Graduate Pathways Prgm Manager,57e3,12
FOR - Forest Eng/Resourcs/Mgmt,Professor,160728,12
FOR - Forest Ecosyst & Society,Assistant Professor,87012,9
AFW - Fisheries and Wildlife,Faculty Research Assistant,49752,12
ACS - Crop and Soil Science,Associate Professor (Practice),91356,12
ECB - Sch of Chem/Bio/Envr Eng,Faculty Research Assistant,67428,12
YIA - Intercolleg Athletics,Mgr-Business Office,52464,12
ABP - Ag Botany / Plant Path,Faculty Research Assistant,47400,12
"OAS - Earth, Ocean & Atmo Sci",Professor,153336,12
"OAS - Earth, Ocean & Atmo Sci",Associate Professor (Sr Res),110664,12
MSA - Acad Svcs Stdnt Athletes,Dir-Student Athlete Acad Svcs,132048,12
SCI - College of Science Admin,Student Success Advisor,50004,12
VBS - Vet Biomedical Science,Professor,169320,12
XEM - Financial Aid,Assistant Director,53004,12
HHS - Hlth Hum Sci SW Outreach,Motorcycle Safety Instructor,39516,12
QBA - Business Affairs,Asst Mgr-Payroll,87108,12
FOR - Forest Ecosyst & Society,Department Head,182280,12
MRS - Recreational Sports,Ex Dir-Recreational Sports,131820,12
ECC - Sch of Civil/Constr Engr,Professor,141489,9
AMB - Microbiology (Ag),Research Associate,79848,12
SMB - Microbiology (Science),Associate Professor,94635,9
AFS - Food Science and Techno,Administrative Manager,70704,12
SZO - Integrative Biology,Research Associate (Post Doc),48432,12
***Change to 104000 eff 7/1/19,Marketing Manager,67500,12
CLA - Sch of Hist Phil & Rel,Professor,108360,9
ENS - Sch Nuclear Sci & Engr,Professor,160794,9
ESE - Sch Elect Engr/Comp Sci,Professor,149760,9
QFA - Human Res BC Ops - AABC,Human Resources Consultant 1,50004,12
CLA - School of Public Policy,Associate Professor,96597,9
XUS - OSU Global Opportunities,Study Abroad Manager,65112,12
MUN - Memorial Union,Mgr.-Retail Food Service,41004,12
FOR - Wood Science / Engr,Mgr-Administrative,67824,12
MHD - Univ Housing and Dining,Asst Dir-UHDS Res Maint & Fac,102912,12
ACS - Crop/Soil Sci Extension,Instructor,63252,12
ZSS - Univ Shared Svcs Entrprs,Mgr-Financial Reporting,85980,12
ACS - Crop and Soil Science,Professor,114744,12
CLA - Music Department,Instructor/Dir Athletic Bands,82212,12
MRS - Recreational Sports,Coordinator-Fitness,56868,12
RSG - Sea Grant Extension,Leader-Sea Grant Ext Program,144768,12
FOR - Wood Science / Engr,Professor,130164,12
JIS - Web and Mobile Services,Associate Director,102312,12
JIS - Inst Analytcs & Reportng,"Data Off&Exec. Dir., Inst. A&R",161952,12
***Change to 104000 eff 7/1/19,Senior Writer & Comms Manager,67008,12
FOR - Forest Ecosyst & Society,Senior Faculty Research Asst I,56184,12
GRD - Graduate School Admin,Dir-Graduate Success,61104,12
ATX - Enviro / Molecular Toxic,Faculty Research Assistant,45708,12
OAS - Ship Operations,Coord-Ship Operations,56232,12
AGA - College of Ag Admin,Director of Communications,103008,12
HHS - Hlth Hum Sci SW Outreach,Motorcycle Safety Instructor,44724,12
HHS - Hlth Hum Sci SW Outreach,Motorcycle Safety Instructor,54084,12
ABP - Ag Botany / Plant Path,Assistant Professor (Sr Res),65004,12
BUS - College of Business Dept,Assistant Professor,147627,9
SZO - Integrative Biology,Instructor,6e4,12
QRS - Enterprise Risk Services,Officer-Radiation Safety,93264,12
ATX - Enviro / Molecular Toxic,Associate Professor,104661,9
ACS - Crop and Soil Science,Faculty Research Assistant,44400,12
HHS - EXT Fam/CommHlth OffCmps,Outreach Program Coordinator,48060,12
TEE - Out & Engage Open Campus,Coord-Education,57264,12
"OAS - Earth, Ocean & Atmo Sci",Professor,128532,12
MSA - Diversity/Cultural Engag,Asst. Dir-L.B. Harris Black CC,56400,12
ACB - Columbia Basin Exp Sta,Farm Manager,54504,12
CLA - Sch of Wrtg Lit & Film,Senior Instructor I,52371,9
"OAS - Earth, Ocean & Atmo Sci",Professor,96030,9
PHR - Pharmacy Professnl Instr,Associate Professor,158952,12
HHS - Hlth Hum Sci SW Outreach,Motorcycle Safety Instructor,46800,12
HHS - Public Hlth/HumanSci Adm,Distinguished Professor,135099,9
QIA - UnivFacInfra&OpsAdminSvc,"Dir, Financial Plan & Budget",92928,12
FOR - College of Forestry Adm,Undergraduate Recruiter,57780,12
VBS - Vet Biomedical Science,Professor (Sr Res),123756,12
AFC - Food Innovation Center,Faculty Research Assistant,70644,12
QFA - Human Resources-Central,Chief Human Resources Officer,235008,12
HHS - EXT Fam/CommHlth OffCmps,Senior Instructor I,56220,12
HHS - Sch of Soc/Bhav Hlth Sci,Assistant Professor,81117,9
ZSS - Univ Shared Svcs Entrprs,Mgr-Debt,96036,12
"OAS - Earth, Ocean & Atmo Sci",Research Associate,67860,12
VBS - Vet Biomedical Science,Faculty Research Assistant,38004,12
FOR - Forest Eng/Resourcs/Mgmt,Associate Professor,103941,9
EMM - Sch of Mech/Ind/Mfg Engr,Associate Professor,116748,9
MSH - Student Health Services,AVPSA & Ex Director SHS,172320,12
"QBA - Procur,Cont&MaterialsMgt",Construction Contracts Officer,87156,12
RIP - VP for Research,Assist VP-Spon Res Award Admin,183624,12
ASF - COMES - Newport Exp Sta,Research Associate (Post Doc),52464,12
VBS - Vet Biomedical Science,Administrative Assistant,42924,12
RDR - CIMRS (Inst/Marine Res),Assistant Professor (Sr Res),73344,12
JIS - Inst Analytcs & Reportng,Assoc Dir Strategy&Engagement,90252,12
ACS - Crop and Soil Science,Professor,152988,12
PHR - Pharmacy Professnl Instr,Staff Pharmacist,99840,12
AMM - Marine Mammal Institute,Faculty Research Assistant,50760,12
ASC - Animal & Rnglnd Sciences,Instructor,73116,12
BUS - College of Business Dept,Associate Professor,179730,9
HHS - Public Hlth/HumanSci Adm,Exec Asst to the Dean,70680,12
UPR - Office of the President,Associate General Counsel,150768,12
ESE - Sch Elect Engr/Comp Sci,Faculty Research Assistant,57672,12
BUS - College of Business Dept,MBA Recruiter,54948,12
"OAS - Earth, Ocean & Atmo Sci",Faculty Research Assistant,52548,12
NIA - VP Univ Relations & Mktg,Assoc Vice President - URM,169404,12
ABP - Ag Botany / Plant Path,Faculty Research Assistant,45408,12
ESE - Sch Elect Engr/Comp Sci,Instructor,75e3,12
ESE - Sch Elect Engr/Comp Sci,Senior Faculty Research Asst I,105792,12
ACS - Crop and Soil Science,Senior Faculty Research Asst I,55788,12
HHS - EXT 4-H YouthDev OffCmps,4-H Educator,65004,12
"CLA - Sch Lang, Culture & Soc",Associate Professor,83142,9
HHS - Hlth Hum Sci SW Outreach,Motorcycle Safety Instructor,42684,12
HHS - Public Hlth/HumanSci Adm,Head Academic Advisor,65196,12
HHS - Hlth Hum Sci SW Outreach,Motorcycle Safety Instructor,43680,12
HHS - EXT 4-H YouthDev OffCmps,Associate Professor (Practice),72420,12
HHS - Hlth Hum Sci SW Outreach,Motorcycle Safety Instructor,54084,12
KED - College of Education,Instructor,58332,12
ACS - Crop and Soil Science,Faculty Research Assistant,40956,12
CLA - Sch of Wrtg Lit & Film,Professor,107289,9
"OAS - Earth, Ocean & Atmo Sci",Operations & Logistics Manager,95340,12
RDR - Linus Pauling Institute,Fin & Ops Manager,80004,12
MSA - Counseling Center,Spec-Mental Health Promotion,74988,12
RNR - Institute Natrl Res Dir,Research Associate,87e3,12
RNR - INR-Or Biodvrsty InfoCtr,Research Associate,67584,12
ASC - An/RngSci Extn Field Fac,Assistant Professor (Practice),63012,12
CLA - School of Public Policy,Associate Professor,92673,9
SBB - Biochem / Biophysics,Assistant Professor,77436,9
RMS - Hatfield Marine Sci Ctr,Associate Professor (Sr Res),82104,12
TEE - Out & Engage Open Campus,Assistant Program Leader,81240,12
UPR - Office of the President,Senior Assoc Gen Counsel,178548,12
XUS - Acad Progms & Assessment,Assessment Coordinator,63732,12
GRD - Graduate School Admin,Director-Graduate IT Administr,106380,12
QFA - Budget / Fiscal Planning,Executive Assistant,64008,12
RIP - VP for Research,COI Admin,98904,12
AFW - Fisheries and Wildlife,Associate Professor,106248,12
AFW - Fisheries and Wildlife,Professor,129204,12
YIA - Intercolleg Athletics,Asst Coach-Women’s CC & Track,56664,12
PHR - Pharmacy Professnl Instr,Assistant Professor (Clinical),127308,12
ECB - Sch of Chem/Bio/Envr Eng,School Head,225e3,12
QBC - Forest-Ocean BusinessCtr,Coordinator-Finance,66540,12
XEM - Admissions,Assistant Director,48e3,12
ASC - Animal & Rnglnd Sci Extn,Ext Poultry Science Spec,115800,12
ASU - Southern Oregon Exp Sta,Research Associate (Post Doc),50004,12
ECC - Sch of Civil/Constr Engr,Assistant Professor,99981,9
MHD - Dining Centers,Asst Dir of Dining Service,89724,12
AFW - Fisheries and Wildlife,Faculty Research Assistant,44040,12
ESE - Sch Elect Engr/Comp Sci,Director-BSG,98856,12
QFA - Controller’s Office-F&A,Treasury Director,154200,12
CLA - Speech Communication,Associate Professor,77895,9
BUS - College of Business Dept,Director-Marketing,113136,12
XEM - Pre-College Programs,Coordinator-Outreach program,57420,12
QFA - Human Res BC Ops - FOBC,Human Resources Consultant 2,54384,12
SMT - Mathematics,Professor,118134,9
SCI - College of Science Admin,Professor,119025,9
ECB - Sch of Chem/Bio/Envr Eng,Associate Professor,115578,9
VBS - Vet Biomedical Science,Faculty Research Assistant,47196,12
ABE - Biol & Ecol Engineering,Associate Professor,103986,9
ECC - Sch of Civil/Constr Engr,Professor,162225,9
ENS - Sch Nuclear Sci & Engr,School Head,223848,12
HHS - Public Hlth/HumanSci Adm,Associate Head Advisor,61080,12
MHD - Dining Centers,Operations Manager,53004,12
ACS - Crop and Soil Science,Faculty Research Assistant,45900,12
RSG - Sea Grant Extension,Senior Aquarist,38904,12
ECC - Sch of Civil/Constr Engr,Professor,133902,9
TEE - Professional & Cont Educ,Corporate Education Manager,67356,12
QFA - Human Resources-Central,Associate Dir-Service Center,110004,12
FOR - Forest Eng/Resourcs/Mgmt,Research Associate,89172,12
MHD - Dining Centers,Chef de Cuisine,55476,12
OAS - Ship Operations,Engineer-Fleet,91464,12
WHC - Univ Honors College,Advisor-Academic,45288,12
TEX - Ext/Exp S Communications,Tech-Asstd Instctnl Designer,60612,12
DLB - Library,Circ Svcs Unit Supervisor,62388,12
ASU - Southern Oregon Exp Sta,Senior Faculty Research AsstII,70776,12
MSA - Human Svcs Resource Ctr,Asst.Dir-Human Serv Resrc Ctr,69216,12
AEU - Eastern Ore Univ Ag Prg,Academic Advisor,59868,12
CLA - Art Department,Professor,113616,9
HHS - Public Hlth/HumanSci Adm,Dir-Moore Family Center,156612,12
ABE - Biol & Ecol Engineering,Faculty Research Assistant,58596,12
BUS - College of Business Dept,Prog-Mngr Student Engagement,55620,12
BUS - College of Business Dept,Assistant Professor,139617,9
MSA - Vice Prov / Student Aff,Assoc Vice Prov Ops-Stud Aff,144840,12
MHD - Dining Centers,Chef de Cuisine,58128,12
TOS - Outdoor School,ODS Regional Coordinator,58008,12
XEM - Office of the Registrar,Schedule Coordinator,50004,12
EMM - Sch of Mech/Ind/Mfg Engr,Senior Instructor I,72e3,9
"OAS - Earth, Ocean & Atmo Sci",Coord-Research IGERT,56232,12
HHS - Sch of Bio/Pop Hlth Sci,Associate Professor,98388,9
ATX - Enviro / Molecular Toxic,Assistant Director,81432,12
DLB - Library,Acquisitions Editor,62004,12
CLA - Sch of Hist Phil & Rel,Assistant Professor,65529,9
HHS - EXT Fam/CommHlth OnCmps,Associate Professor (Practice),83532,12
SMB - Microbiology (Science),Research Associate,47484,12
QCP - Capital Planning & Devlp,Lsng/Strtgc Rl Prop Cont Spec,61860,12
RDR - Ctr Lifelong STEM Learng,Researcher,47820,12
MSH - Student Health Services,Immunization Compliance Mgr,58008,12
VCS - Vet Clinical Sciences,Assistant Professor (Clinical),116832,12
EMM - Sch of Mech/Ind/Mfg Engr,Assistant Professor,108e3,9
MSI - Stdnt Leadershp & Involv,Coord-Program,50076,12
"OAS - Earth, Ocean & Atmo Sci",Senior Faculty Research Asst I,66960,12
ATX - Enviro / Molecular Toxic,Faculty Research Assistant,52728,12
CLA - Sch of Wrtg Lit & Film,Associate Professor,79884,9
MSA - International Services,Assistant Dir Spon Stud Pro,75744,12
HHS - Hlth Hum Sci SW Outreach,Motorcycle Safety Instructor,48876,12
HHS - Physical ActivityCourses,SCUBA Certification Evaluator,27456,12
YIA - Intercolleg Athletics,Assoc HC-Women’s Basketball,173352,12
AHT - Horticulture,Coord Oregon Master Beekeeper,46356,12
RDR - Ctr for the Humanities,Research Associate,51516,12
YIA - Intercolleg Athletics,Asst Trainer-Athletics,53412,12
EMM - Sch of Mech/Ind/Mfg Engr,Academic Advisor,53700,12
"OAS - Earth, Ocean & Atmo Sci",Senior Instructor I,89004,12
ECC - Sch of Civil/Constr Engr,Research Associate (Post Doc),49800,12
HHS - Public Hlth/HumanSci Adm,Sabbatical,178512,12
AHT - Horticulture,Instructor,61824,12
FOR - Forestry & Natrl Res Ext,Coord-MWM and WOWNet,56472,12
HHS - Public Hlth/HumanSci Adm,Associate Professor,100809,9
XPV - Provost / Exec Vice Pres,Asst Provost-Acad ELR,160008,12
MSH - Student Health Services,"Manager, Medical Laboratory",92196,12
AMM - Marine Mammal Institute,Associate Professor (Sr Res),107040,12
HHS - EXT 4-H YouthDev OffCmps,Assistant Professor (Practice),61032,12
MSA - Career Development Ctr,Assist Dir-Career Development,62004,12
AHT - Horticulture,Faculty Research Assistant,49020,12
HHS - EXT 4-H YouthDev OffCmps,Professor,103188,12
QBA - Business Affairs,Business Ops IT Manager,78756,12
QCP - Capital Planning & Devlp,Senior Planner,80820,12
YIA - Intercolleg Athletics,Assoc AD-Ideation,89148,12
HHS - EXT 4-H YouthDev OffCmps,Outreach Program Coordinator,49812,12
BUS - College of Business Dept,Assistant Professor,157806,9
FOR - Forest Ecosyst & Society,Faculty Research Assistant,57936,12
HHS - Hlth Hum Sci SW Outreach,Motorcycle Safety Instructor,45768,12
BUS - College of Business Dept,Academic Advisor,46500,12
SZO - Integrative Biology,Senior Faculty Research Asst I,50292,12
FOR - Forest Ecosyst & Society,Associate Professor,118224,12
LCB - Acad Prog / Student Aff,Associate Professor,143010,9
XUS - Academic Success &Engage,Associate Dir-Ctr Teach & Lrng,9e4,12
EMM - Sch of Mech/Ind/Mfg Engr,Associate Professor,115128,9
BUS - College of Business Dept,Professor,143190,9
SBB - Biochem / Biophysics,Associate Professor,73782,9
CLA - Sch of Psychological Sci,Senior Instructor I,53118,9
ECB - Sch of Chem/Bio/Envr Eng,Senior Faculty Research Asst I,61500,12
ESE - Sch Elect Engr/Comp Sci,Assistant Professor,104436,9
"OAS - Earth, Ocean & Atmo Sci",Senior Faculty Research AsstII,77652,12
FOR - College of Forestry Adm,Academic Advisor,49200,12
VCS - Vet Clinical Sciences,Professor,172188,12
QFA - Human Res BC Ops - AABC,Human Resources Consultant 1,54804,12
JIS - IT Infrastructure Svcs,Administrator 1-IT,133320,12
ACS - Crop and Soil Science,Faculty Research Assistant,46008,12
HHS - Hlth Hum Sci SW Outreach,Motorcycle Safety Instructor,51996,12
BUS - College of Business Dept,Assistant Professor,134100,9
MHD - Univ Housing and Dining,Asst Dir-Res Ed,76932,12
ESE - Sch Elect Engr/Comp Sci,Coordinator - Academic Program,62004,12
ATX - Enviro / Molecular Toxic,Project Coord-Knowledge & Mana,48492,12
"OAS - Earth, Ocean & Atmo Sci",Research Associate (Post Doc),55008,12
FOR - College of Forestry Adm,Mgr-Student Resources & Engage,73068,12
"OAS - Earth, Ocean & Atmo Sci",Research Associate (Post Doc),67488,12
ANW - North Willamette Exp Sta,Administrative Assistant,53220,12
DLB - Library,Admin Assistant to AUL,53268,12
XEM - Financial Aid,Assoc Dir-Financial Aid Op,94152,12
ACS - Crop and Soil Science,Associate Professor,103584,12
MSH - Student Health Services,Assoc Dir-Clinical Services,190224,12
MSA - Vice Prov / Student Aff,Operations Assoc-VPSA,82416,12
MRS - Recreational Sports,Fitness Instructor,41592,12
ASF - COMES - Astoria,Senior Faculty Research AsstII,57900,12
MHD - Univ Housing and Dining,Residential Director-1,35508,12
NPM - Printing & Mailing Svcs,Client Relations Coordinator,56004,12
HHS - EXT 4-H YouthDev OffCmps,Coord-4-H Program,50964,12
JIS - Academic Technologies,Inst. Multimedia Consultant,63e3,12
ECC - Sch of Civil/Constr Engr,Associate Professor,124938,9
FOR - College of Forestry Adm,Dir-Strategic Initiatives,175008,12
MHD - Dining Centers,Mgr-Food & Beverage,67080,12
CLA - School of Public Policy,Associate Professor,92538,9
EMM - Sch of Mech/Ind/Mfg Engr,Associate Professor,123507,9
ECC - Sch of Civil/Constr Engr,Associate Professor,124983,9
VCS - Vet Clinical Sciences,Instructor,91164,12
DLB - Library,Associate Professor,69216,12
MRS - Recreational Sports,Mgr-Communication & Marketing,70608,12
VTH - Vet Teaching Hospital,MRI/CT Technologist,72984,12
"OAS - Earth, Ocean & Atmo Sci",Assistant Professor,79452,9
ESE - Sch Elect Engr/Comp Sci,Assistant Professor,103419,9
HHS - EXT Fam/CommHlth OffCmps,Associate Professor (Practice),75492,12
HHS - Hlth Hum Sci SW Outreach,Motorcycle Safety Instructor,47844,12
TEX - Extension Service Admin,Administrative Coordinator,50004,12
RDR - Ctr Excellnce Genome Res,Professor,130005,9
YIA - Intercolleg Athletics,Asst Coach-Football,200004,12
OAS - Ship Operations,Admin Specialist-Maritime Ops,55008,12
HHS - Sch of Bio/Pop Hlth Sci,Assistant Professor,85212,9
HHS - Sch of Bio/Pop Hlth Sci,Dir-Physical Activity Program,73692,12
RSG - Sea Grant,Research & Scholars Coord,6e4,12
ECC - Sch of Civil/Constr Engr,Associate Professor,116514,9
BUS - College of Business Dept,Exec Director-Strat. Init.,156276,12
"OAS - Earth, Ocean & Atmo Sci",Research Associate (Post Doc),64812,12
CLA - School of Public Policy,Associate Professor,93168,9
PHR - Pharmacy Professnl Instr,Associate Professor,127812,12
PHR - Pharmacy Professnl Instr,Associate Professor (Sr Res),90924,12
ABP - Ag Botany / Plant Path,Professor,110076,12
XEM - Admissions,Program Coord-Welcome Center,36228,12
CLA - Sch of Hist Phil & Rel,Associate Professor,81072,9
HHS - Sch of Soc/Bhav Hlth Sci,Assistant Professor,80343,9
ESE - Sch Elect Engr/Comp Sci,Senior Faculty Research Asst I,101484,12
AMM - Marine Mammal Institute,Senior Faculty Research Asst I,56808,12
FOR - Forest Eng/Resourcs/Mgmt,Faculty Research Assistant,39732,12
PHR - Pharmacy Professnl Instr,Associate Professor (Clinical),121956,12
ECC - Sch of Civil/Constr Engr,Professor,146376,9
PHR - Pharmacy Professnl Instr,Associate Professor,126480,12
XEM - Office of the Registrar,Senior Assistant Registrar,71280,12
ECC - Sch of Civil/Constr Engr,Professor,143820,9
RMS - Hatfield Marine Sci Ctr,Faculty Research Assistant,36060,12
HHS - Sch of Bio/Pop Hlth Sci,Professor,106065,9
YIA - Intercolleg Athletics,Trainer-Athletic Camps,51996,12
QBC - AgSci/Marine BusinessCtr,Supervisor-Finance,66852,12
